title,price,description,carat_weight,center_stone_shape,carat_material,photo_link,width,approx,metal,gold,copper,zinc,nickle,color_accent_tags,clarity_accent_tags,profile,carat,color,clarity,Url
The Jade Set With A 1 Carat Pear Lab Diamond,"$2,820","The Jade stunning split shank design features a delicate band with dynamic sparkle. A shimmering row of pave diamonds splits, continuing up the base of each prong to meet at a subtle point before descending into a diamond-studded bridge. The setting boasts glittering brilliance from all angles, making your center stone appear larger while a slimming silhouette elongates the finger. ",1,Pear,14k Yellow Gold,"['https://cdn.shopify.com/s/files/1/0039/6994/1568/files/374Q-PS-YG-G2c_0_c6cc4337-1f81-4035-864b-920b96021d2c_3x_jpg.webp?v=1690888681&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/374Q-PS-YG-G5d_0_75c7d70a-7b69-4183-906f-32f67874676b_3x_jpg.webp?v=1690888681&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/fb10825bebed56780361f51dd9990215_d1cb39c9-90ce-41d0-aa82-f7f9b0bf88e6.jpg?v=1693926405&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/fb10825bebed56780361f51dd9990215_d1cb39c9-90ce-41d0-aa82-f7f9b0bf88e6.jpg?v=1693926405&width=800&height=800&crop=center', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/hand-with-setting-23F6JYZ6.png', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/PearShapeStoneSolo-KJBN2N2V.png', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/374Q-PS-YG-G5b_0_d72a96e4-04d8-4ebc-ba24-eafd160ed0de_3x_jpg.webp?v=1690888681&width=800&height=800&crop=center']",1.8mm,0.3 ct,14k Yellow Gold,58.5% Gold,30.5% Copper,6.1% Silver,4.7% Zinc,D-F,VVS,High,1,D-F,VS,https://keyzarjewelry.com/products/the-jade-setting-pear-14k-yellow-gold-1-carat-lab-diamond
The Zoey Set With A 3 Carat Princess Lab Diamond,"$5,410",criss-cross engagement ring,3,Princess,Platinum,"['https://cdn.shopify.com/s/files/1/0039/6994/1568/files/290Q-WG_031_f67d083a-9000-4331-8dbd-e6e05527d56a_3x_jpg.webp?v=1690864072&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/290Q-WG_034_35316038-ad93-4144-86c3-88f6e6f9ef6d_3x_jpg.webp?v=1690864071&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/8cc80d5cfd2a383ae98b5768dec1e95f_c75337df-84d4-4300-8dbe-1401848ea4a4.jpg?v=1693995999&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/8cc80d5cfd2a383ae98b5768dec1e95f_c75337df-84d4-4300-8dbe-1401848ea4a4.jpg?v=1693995999&width=800&height=800&crop=center', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/hand-with-setting-23F6JYZ6.png', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/PrincessShapeStoneSolo-TJJ3BKAV.png', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/290Q-WG_028_8fce3920-ed54-4cd3-ad91-9d0f2c8ac2f6_3x_jpg.webp?v=1690864071&width=800&height=800&crop=center']",2.0mm,0.35 ct,Platinum,95% Platinum,3% Copper,2% Cobalt,,D-F,VVS,High,3,D-F,VS,https://keyzarjewelry.com/products/the-zoey-setting-princess-platinum-3-carat-lab-diamond
The Razor Kamellie Set With A 1.5 Carat Emerald Lab Diamond,"$2,600",slim knife-edge band,1.5,Emerald,18k Yellow Gold,"['https://cdn.shopify.com/s/files/1/0039/6994/1568/files/294Q-ER-EM-YG_attfaJexmgZ2ap9XV_ca9791f8-2e7a-4ec5-91bb-9904428050ad.jpg?v=1714984137&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/294Q-ER-EM-YG_attBoATm4Y570Pnmu_a161beb4-781b-4b82-987f-8c1e40280b41.jpg?v=1714984137&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/61f9b5a788ca93f1deb7cfafb2130e98_5d86b23f-d7b4-4a3f-8439-a316a36db23d.jpg?v=1693934033&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/61f9b5a788ca93f1deb7cfafb2130e98_5d86b23f-d7b4-4a3f-8439-a316a36db23d.jpg?v=1693934033&width=800&height=800&crop=center', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/hand-with-setting-23F6JYZ6.png', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/EmeraldShapeStoneSolo-ZGDOHXSP.png']",1.8mm,0.12 ct,18k Yellow Gold,75% Gold,11.5% Copper,12.5% Silver,1% Zinc,D-F,VVS,High,1.5,D-F,VS,https://keyzarjewelry.com/products/the-razor-kamellie-setting-emerald-18k-yellow-gold-1-5-carat-lab-diamond
The Zoey Set With A 3 Carat Princess Lab Diamond,"$5,110",criss-cross engagement ring,3,Princess,18k Rose Gold,"['https://cdn.shopify.com/s/files/1/0039/6994/1568/files/290Q-RG_032_7bf89269-9819-4653-9703-6f3c6c33074c_3x_jpg.webp?v=1690864074&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/290Q-RG_035_77888429-32c6-49d4-9ed0-91239384d031_3x_jpg.webp?v=1690864073&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/04a8210757202c8a35b61763d052584c_25615bf8-d559-43a0-8c72-c4be1b3f6b49.jpg?v=1693996022&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/04a8210757202c8a35b61763d052584c_25615bf8-d559-43a0-8c72-c4be1b3f6b49.jpg?v=1693996022&width=800&height=800&crop=center', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/hand-with-setting-23F6JYZ6.png', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/PrincessShapeStoneSolo-TJJ3BKAV.png', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/290Q-RG_029_94c20699-3d7b-4b11-b349-52429d9c3bee_3x_jpg.webp?v=1690864073&width=800&height=800&crop=center']",2.0mm,0.35 ct,18k Rose Gold,75% Gold,21.8% Copper,2.2% Silver,0.8% Zinc,D-F,VVS,High,3,D-F,VS,https://keyzarjewelry.com/products/the-zoey-setting-princess-18k-rose-gold-3-carat-lab-diamond
The Zoey Set With A 3 Carat Pear Lab Diamond,"$5,110",criss-cross engagement ring,3,Pear,18k Rose Gold,"['https://cdn.shopify.com/s/files/1/0039/6994/1568/files/290Q-ER-PS-RG_attKwayCKiN8OHscq_407dfae9-6fea-4b29-bb6c-52e3fcdabc84.jpg?v=1714945184&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/04a8210757202c8a35b61763d052584c_ca940561-b442-4955-af9c-613bef2aba45.jpg?v=1693996008&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/04a8210757202c8a35b61763d052584c_ca940561-b442-4955-af9c-613bef2aba45.jpg?v=1693996008&width=800&height=800&crop=center', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/hand-with-setting-23F6JYZ6.png', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/PearShapeStoneSolo-KJBN2N2V.png', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/290Q-ER-PS-RG_attFslKbBVE0wMgSC_44ee6ea9-bb98-41e6-91b8-d82d1eace5c1.jpg?v=1714945184&width=800&height=800&crop=center']",2.0mm,0.35 ct,18k Rose Gold,75% Gold,21.8% Copper,2.2% Silver,0.8% Zinc,D-F,VVS,High,3,D-F,VS,https://keyzarjewelry.com/products/the-zoey-setting-pear-18k-rose-gold-3-carat-lab-diamond
The Low Profile Kamellie Set With A 1 Carat Pear Lab Diamond,"$2,520","Set with intricate pave diamonds, The Low Profile Kamellie blends the tastefully modern with a timeless classic. The hidden halo ensures there is sparkle coming in from every angle, highlighting your center stone and making it appear larger. The delicate design flatters the finger, while its low profile makes it practical for even the busiest hands.",1,Pear,18k Yellow Gold,"['https://cdn.shopify.com/s/files/1/0039/6994/1568/files/301Q-ER-PS-YG-G2c_e659b114-f7be-4c57-a841-376f5ba04e19_3x_jpg.webp?v=1691488731&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/301Q-ER-PS-YG-G5d_9537c9d5-67da-491f-9cac-a573a8210570_3x_jpg.webp?v=1691488732&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/f0f00749564a31925aaeddbad37440d4_13fd0eb8-5d60-474d-9e87-1c3220f2c4af.jpg?v=1693928429&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/f0f00749564a31925aaeddbad37440d4_13fd0eb8-5d60-474d-9e87-1c3220f2c4af.jpg?v=1693928429&width=800&height=800&crop=center', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/hand-with-setting-23F6JYZ6.png', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/PearShapeStoneSolo-KJBN2N2V.png', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/301Q-ER-PS-YG-G5b_52d095b8-77c6-49c2-9206-983ac1765226_3x_jpg.webp?v=1691488732&width=800&height=800&crop=center']",1.5mm,0.25 ct,18k Yellow Gold,75% Gold,11.5% Copper,12.5% Silver,1% Zinc,D-F,VVS,Low,1,D-F,VS,https://keyzarjewelry.com/products/the-low-profile-kamellie-setting-pear-18k-yellow-gold-pave-1-carat-lab-diamond
The Zoey Set With A 3 Carat Oval Lab Diamond,"$4,810",criss-cross engagement ring,3,Oval,14k White Gold,"['https://cdn.shopify.com/s/files/1/0039/6994/1568/files/290Q-WG_055_e8fb522f-32e5-4257-99e6-7b8ced446ed7_3x_jpg.webp?v=1690863990&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/290Q-WG_058_87f8701b-89b7-4087-85e3-d347bdd03618_3x_jpg.webp?v=1690863990&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/8cc80d5cfd2a383ae98b5768dec1e95f_59cfe247-7f7d-45ee-b686-4928c45a0015.jpg?v=1693995974&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/8cc80d5cfd2a383ae98b5768dec1e95f_59cfe247-7f7d-45ee-b686-4928c45a0015.jpg?v=1693995974&width=800&height=800&crop=center', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/hand-with-setting-23F6JYZ6.png', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/OvalShapeStoneSolo-MUTZKHQT.png', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/290Q-WG_052_dfd2ae4e-36c6-4975-838e-6b0e5df2966b_3x_jpg.webp?v=1690863990&width=800&height=800&crop=center']",2.0mm,0.35 ct,14k White Gold,58.5% Gold,25.4% Copper,8.7% Zinc,7.3% Nickel,D-F,VVS,High,3,D-F,VS,https://keyzarjewelry.com/products/the-zoey-setting-oval-14k-white-gold-3-carat-lab-diamond
The Halo Stephanie Set With A 1 Carat Marquise Lab Diamond,"$3,070","The Halo Stephanie is a stunning halo engagement ring that combines timeless elegance with contemporary brilliance. The vintage-inspired design adds a touch of romance and sophistication, making it the perfect choice for those who appreciate the charm of bygone eras, while the diamond halo enhances the center stone's brilliance, creating a dazzling display of light and sparkle. This ring is a celebration of love, style, and timeless beauty, making it the perfect choice for the moment you say, ""Forever.""",1,Marquise,18k Yellow Gold,"['https://cdn.shopify.com/s/files/1/0039/6994/1568/files/415Q-ER-MQ-C125-YG-DIA-2ks_0_83dbdd77-c70d-4603-93c3-b9bdd06e5770.jpg?v=1699446718&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/products/415Q-ER-MQ-C1-YG-DIA-2Ks_0.jpg?v=1699446713&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/products/415Q-ER-R-A19-YG_0_65c82855-51d1-4ed7-ba8a-745c81ca7e74.jpg?v=1699441246&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/products/415Q-ER-R-A19-YG_0_65c82855-51d1-4ed7-ba8a-745c81ca7e74.jpg?v=1699441246&width=800&height=800&crop=center', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/hand-with-setting-23F6JYZ6.png', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/MarquiseShapeStoneSolo-6NGGB6ET.png', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/products/415Q-ER-MQ-C37-YG-DIA-2Ks_0.jpg?v=1699446718&width=800&height=800&crop=center']",1.5mm,0.3 ct,18k Yellow Gold,75% Gold,11.5% Copper,12.5% Silver,1% Zinc,D-F,VVS,Medium,1,D-F,VS,https://keyzarjewelry.com/products/the-halo-stephanie-setting-marquise-18k-yellow-gold-1-carat-lab-diamond
The Zoey Set With A 3 Carat Cushion Lab Diamond,"$4,810",criss-cross engagement ring,3,Cushion,14k Yellow Gold,"['https://cdn.shopify.com/s/files/1/0039/6994/1568/files/290Q-YG_093_f859c1ec-81dd-4180-a361-066d3ea566cb_3x_jpg.webp?v=1690864023&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/290Q-YG_096_97eedd91-87a5-44a9-b009-89dd92e9bb2e_3x_jpg.webp?v=1690864022&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/6b32d6634dec0c6154b0217ac8192af7_d2c6fa27-1920-4712-9af0-b6906755708d.jpg?v=1693996033&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/6b32d6634dec0c6154b0217ac8192af7_d2c6fa27-1920-4712-9af0-b6906755708d.jpg?v=1693996033&width=800&height=800&crop=center', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/hand-with-setting-23F6JYZ6.png', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/CushionShapeStoneSolo-T7O7FAUV.png', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/290Q-YG_090_f179a2ba-d6bd-44d1-8630-cd41b7e2303c_3x_jpg.webp?v=1690864022&width=800&height=800&crop=center']",2.0mm,0.35 ct,14k Yellow Gold,58.5% Gold,30.5% Copper,6.1% Silver,4.7% Zinc,D-F,VVS,High,3,D-F,VS,https://keyzarjewelry.com/products/the-zoey-setting-cushion-14k-yellow-gold-3-carat-lab-diamond
The Halo Stephanie Set With A 1 Carat Round Lab Diamond,"$2,770","The Halo Stephanie is a stunning halo engagement ring that combines timeless elegance with contemporary brilliance. The vintage-inspired design adds a touch of romance and sophistication, making it the perfect choice for those who appreciate the charm of bygone eras, while the diamond halo enhances the center stone's brilliance, creating a dazzling display of light and sparkle. This ring is a celebration of love, style, and timeless beauty, making it the perfect choice for the moment you say, ""Forever.""",1,Round,14k Yellow Gold,"['https://cdn.shopify.com/s/files/1/0039/6994/1568/products/415Q-ER-R-C125-YG-DIA-2ks_0.jpg?v=1699440654&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/products/415Q-ER-R-C1-YG-DIA-2Ks_0.jpg?v=1699440654&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/415Q-ER-R-YG_atttl6ZO7kaG5eA4P.jpg?v=1714945848&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/415Q-ER-R-YG_att4wvcagfFp4JPAq.jpg?v=1714945848&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/415Q-ER-R-YG_att6j23IlmcArDMkm.jpg?v=1714945848&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/products/415Q-ER-R-A19-YG_0.jpg?v=1699440654&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/products/415Q-ER-R-A19-YG_0.jpg?v=1699440654&width=800&height=800&crop=center', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/hand-with-setting-23F6JYZ6.png', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/RoundShapeStoneSolo-MHTOVVUU.png', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/products/415Q-ER-R-C37-YG-DIA-2Ks_0.jpg?v=1699440654&width=800&height=800&crop=center']",1.5mm,0.3 ct,14k Yellow Gold,58.5% Gold,30.5% Copper,6.1% Silver,4.7% Zinc,D-F,VVS,Medium,1,D-F,VS,https://keyzarjewelry.com/products/the-halo-stephanie-setting-round-14k-yellow-gold-1-carat-lab-diamond
The Zoey Set With A 3 Carat Round Lab Diamond,"$4,810",criss-cross engagement ring,3,Round,14k White Gold,"['https://cdn.shopify.com/s/files/1/0039/6994/1568/files/290Q-ER-R-WG_attIEmKvpumcfYI23_77a36b27-1515-4854-8326-772b61ec3783.jpg?v=1714946789&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/290Q-ER-R-WG_attdLTWE1FEXsBhhr_04345a3b-8559-49f7-9718-9ab44581477d.jpg?v=1714946789&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/8cc80d5cfd2a383ae98b5768dec1e95f.jpg?v=1693995970&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/8cc80d5cfd2a383ae98b5768dec1e95f.jpg?v=1693995970&width=800&height=800&crop=center', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/hand-with-setting-23F6JYZ6.png', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/RoundShapeStoneSolo-MHTOVVUU.png', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/290Q-ER-R-WG_attGYiHXY4ZIJHnqP_02e72dd6-0deb-43f2-8f8a-546d6cfaf82b.jpg?v=1714946789&width=800&height=800&crop=center']",2.0mm,0.35 ct,14k White Gold,58.5% Gold,25.4% Copper,8.7% Zinc,7.3% Nickel,D-F,VVS,High,3,D-F,VS,https://keyzarjewelry.com/products/the-zoey-setting-round-14k-white-gold-3-carat-lab-diamond
The Halo Stephanie Set With A 1 Carat Marquise Lab Diamond,"$3,070","The Halo Stephanie is a stunning halo engagement ring that combines timeless elegance with contemporary brilliance. The vintage-inspired design adds a touch of romance and sophistication, making it the perfect choice for those who appreciate the charm of bygone eras, while the diamond halo enhances the center stone's brilliance, creating a dazzling display of light and sparkle. This ring is a celebration of love, style, and timeless beauty, making it the perfect choice for the moment you say, ""Forever.""",1,Marquise,18k Rose Gold,"['https://cdn.shopify.com/s/files/1/0039/6994/1568/products/415Q-ER-MQ-C125-RG-DIA-2ks_0.jpg?v=1699441237&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/products/415Q-ER-MQ-C1-RG-DIA-2Ks_0.jpg?v=1699441237&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/products/415Q-ER-R-A19-RG_0_c6996e50-6fcb-49e3-9da0-301b971db7d1.jpg?v=1699441237&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/products/415Q-ER-R-A19-RG_0_c6996e50-6fcb-49e3-9da0-301b971db7d1.jpg?v=1699441237&width=800&height=800&crop=center', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/hand-with-setting-23F6JYZ6.png', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/MarquiseShapeStoneSolo-6NGGB6ET.png', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/products/415Q-ER-MQ-C37-RG-DIA-2Ks_0.jpg?v=1699441237&width=800&height=800&crop=center']",1.5mm,0.3 ct,18k Rose Gold,75% Gold,21.8% Copper,2.2% Silver,0.8% Zinc,D-F,VVS,Medium,1,D-F,VS,https://keyzarjewelry.com/products/the-halo-stephanie-setting-marquise-18k-rose-gold-1-carat-lab-diamond
The Halo Stephanie Set With A 1 Carat Marquise Lab Diamond,"$3,370","The Halo Stephanie is a stunning halo engagement ring that combines timeless elegance with contemporary brilliance. The vintage-inspired design adds a touch of romance and sophistication, making it the perfect choice for those who appreciate the charm of bygone eras, while the diamond halo enhances the center stone's brilliance, creating a dazzling display of light and sparkle. This ring is a celebration of love, style, and timeless beauty, making it the perfect choice for the moment you say, ""Forever.""",1,Marquise,Platinum,"['https://cdn.shopify.com/s/files/1/0039/6994/1568/products/415Q-ER-MQ-C125-WG-DIA-2ks_0.jpg?v=1699441225&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/products/415Q-ER-MQ-C1-WG-DIA-2Ks_0.jpg?v=1699441225&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/products/415Q-ER-R-A19-WG_0_61261c9f-4761-42a3-a80c-b226aa840337.jpg?v=1699441225&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/products/415Q-ER-R-A19-WG_0_61261c9f-4761-42a3-a80c-b226aa840337.jpg?v=1699441225&width=800&height=800&crop=center', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/hand-with-setting-23F6JYZ6.png', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/MarquiseShapeStoneSolo-6NGGB6ET.png', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/products/415Q-ER-MQ-C37-WG-DIA-2Ks_0.jpg?v=1699441225&width=800&height=800&crop=center']",1.5mm,0.3 ct,Platinum,95% Platinum,3% Copper,2% Cobalt,,D-F,VVS,Medium,1,D-F,VS,https://keyzarjewelry.com/products/the-halo-stephanie-setting-marquise-platinum-1-carat-lab-diamond
The Halo Stephanie Set With A 1 Carat Round Lab Diamond,"$2,770","The Halo Stephanie is a stunning halo engagement ring that combines timeless elegance with contemporary brilliance. The vintage-inspired design adds a touch of romance and sophistication, making it the perfect choice for those who appreciate the charm of bygone eras, while the diamond halo enhances the center stone's brilliance, creating a dazzling display of light and sparkle. This ring is a celebration of love, style, and timeless beauty, making it the perfect choice for the moment you say, ""Forever.""",1,Round,14k White Gold,"['https://cdn.shopify.com/s/files/1/0039/6994/1568/products/415Q-ER-R-C125-WG-DIA-2ks_0.jpg?v=1699446141&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/products/415Q-ER-R-C1-WG-DIA-2Ks_0.jpg?v=1699446141&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/products/415Q-ER-R-A19-WG_0.jpg?v=1699440630&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/products/415Q-ER-R-A19-WG_0.jpg?v=1699440630&width=800&height=800&crop=center', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/hand-with-setting-23F6JYZ6.png', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/RoundShapeStoneSolo-MHTOVVUU.png', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/415Q-ER-R-C37-WG-DIA-2Ks_0_33361c14-285a-40f3-b9eb-385067cb1976.jpg?v=1699446142&width=800&height=800&crop=center']",1.5mm,0.3 ct,14k White Gold,58.5% Gold,25.4% Copper,8.7% Zinc,7.3% Nickel,D-F,VVS,Medium,1,D-F,VS,https://keyzarjewelry.com/products/the-halo-stephanie-setting-round-14k-white-gold-1-carat-lab-diamond
